dataset,oversampling,classifier,fold,n_splits,oversample_time,train_time,n_resampled,minority_ratio,AUC,PR_AUC,F1,Precision,Recall,gc_best_k,gc_cluster_sizes,gc_cluster_n_syn
pima_diabetes,G-CTGAN,RF,0,5,11.564868927001953,0.2647817134857178,800,0.5,0.8418518518518519,0.6927484035559635,0.7027027027027027,0.6842105263157895,0.7222222222222222,4,"[55, 28, 57, 74]","[48, 24, 50, 64]"
pima_diabetes,G-CTGAN,LGBM,0,5,11.564868927001953,0.06899881362915039,800,0.5,0.8303703703703704,0.6443894304252223,0.6666666666666666,0.6491228070175439,0.6851851851851852,4,"[55, 28, 57, 74]","[48, 24, 50, 64]"
pima_diabetes,G-CTGAN,MLP,0,5,11.564868927001953,0.9270007610321045,800,0.5,0.7338888888888889,0.5475975886423912,0.5785123966942148,0.5223880597014925,0.6481481481481481,4,"[55, 28, 57, 74]","[48, 24, 50, 64]"
pima_diabetes,G-CTGAN,RF,1,5,10.833510398864746,0.2680070400238037,800,0.5,0.8616666666666667,0.7503794256062342,0.7155963302752294,0.7090909090909091,0.7222222222222222,5,"[14, 14, 105, 21, 60]","[12, 12, 92, 18, 52]"
pima_diabetes,G-CTGAN,LGBM,1,5,10.833510398864746,0.06100034713745117,800,0.5,0.8507407407407407,0.7093013300869426,0.7454545454545455,0.7321428571428571,0.7592592592592593,5,"[14, 14, 105, 21, 60]","[12, 12, 92, 18, 52]"
pima_diabetes,G-CTGAN,MLP,1,5,10.833510398864746,1.1082830429077148,800,0.5,0.7972222222222222,0.6388477951623761,0.6226415094339622,0.6346153846153846,0.6111111111111112,5,"[14, 14, 105, 21, 60]","[12, 12, 92, 18, 52]"
pima_diabetes,G-CTGAN,RF,2,5,18.167128801345825,0.27701568603515625,800,0.5,0.8235185185185185,0.6905303533133766,0.6491228070175439,0.6166666666666667,0.6851851851851852,9,"[60, 36, 24, 11, 33, 12, 7, 26, 5]","[52, 31, 21, 10, 29, 10, 6, 23, 4]"
pima_diabetes,G-CTGAN,LGBM,2,5,18.167128801345825,0.04999899864196777,800,0.5,0.8038888888888889,0.6840268218894613,0.6605504587155964,0.6545454545454545,0.6666666666666666,9,"[60, 36, 24, 11, 33, 12, 7, 26, 5]","[52, 31, 21, 10, 29, 10, 6, 23, 4]"
pima_diabetes,G-CTGAN,MLP,2,5,18.167128801345825,0.9770004749298096,800,0.5,0.7414814814814815,0.6375896320976389,0.5691056910569106,0.5072463768115942,0.6481481481481481,9,"[60, 36, 24, 11, 33, 12, 7, 26, 5]","[52, 31, 21, 10, 29, 10, 6, 23, 4]"
pima_diabetes,G-CTGAN,RF,3,5,7.2020368576049805,0.2653987407684326,800,0.5,0.7971698113207547,0.6574648318375803,0.6238532110091743,0.6071428571428571,0.6415094339622641,3,"[131, 20, 64]","[113, 17, 55]"
pima_diabetes,G-CTGAN,LGBM,3,5,7.2020368576049805,0.06454253196716309,800,0.5,0.7922641509433963,0.6310460290750946,0.6542056074766355,0.6481481481481481,0.660377358490566,3,"[131, 20, 64]","[113, 17, 55]"
pima_diabetes,G-CTGAN,MLP,3,5,7.2020368576049805,0.987421989440918,800,0.5,0.7869811320754717,0.6818626479413572,0.6181818181818182,0.5964912280701754,0.6415094339622641,3,"[131, 20, 64]","[113, 17, 55]"
pima_diabetes,G-CTGAN,RF,4,5,8.960050106048584,0.26579976081848145,800,0.5,0.7820754716981132,0.6283306996407718,0.6260869565217392,0.5806451612903226,0.6792452830188679,4,"[14, 57, 66, 78]","[12, 49, 57, 67]"
pima_diabetes,G-CTGAN,LGBM,4,5,8.960050106048584,0.054000139236450195,800,0.5,0.7809433962264152,0.6319654011385126,0.5510204081632653,0.6,0.5094339622641509,4,"[14, 57, 66, 78]","[12, 49, 57, 67]"
pima_diabetes,G-CTGAN,MLP,4,5,8.960050106048584,0.9763503074645996,800,0.5,0.7277358490566038,0.5133162118833197,0.5666666666666667,0.5074626865671642,0.6415094339622641,4,"[14, 57, 66, 78]","[12, 49, 57, 67]"
credit_default,G-CTGAN,RF,0,5,66.07302904129028,0.8219990730285645,37384,0.5,0.7817133796315398,0.5523415346309214,0.48487758041286605,0.6688741721854304,0.3802710843373494,10,"[442, 348, 758, 180, 828, 801, 356, 20, 1202, 373]","[1114, 877, 1911, 454, 2088, 2020, 898, 50, 3031, 941]"
credit_default,G-CTGAN,LGBM,0,5,66.07302904129028,0.13300013542175293,37384,0.5,0.793235495492243,0.5576484863452845,0.4792270531400966,0.6684636118598383,0.37349397590361444,10,"[442, 348, 758, 180, 828, 801, 356, 20, 1202, 373]","[1114, 877, 1911, 454, 2088, 2020, 898, 50, 3031, 941]"
credit_default,G-CTGAN,MLP,0,5,66.07302904129028,48.36468291282654,37384,0.5,0.7114200595188974,0.41437885646279704,0.458051689860835,0.485256950294861,0.43373493975903615,10,"[442, 348, 758, 180, 828, 801, 356, 20, 1202, 373]","[1114, 877, 1911, 454, 2088, 2020, 898, 50, 3031, 941]"
credit_default,G-CTGAN,RF,1,5,56.91852331161499,0.8379988670349121,37382,0.5,0.770947470203131,0.5447873640684862,0.4835164835164835,0.660574412532637,0.3813112283345893,10,"[641, 203, 597, 569, 340, 299, 1307, 523, 338, 492]","[1616, 512, 1505, 1434, 857, 754, 3294, 1318, 852, 1240]"
credit_default,G-CTGAN,LGBM,1,5,56.91852331161499,0.13700032234191895,37382,0.5,0.7793503735080602,0.5527733378549516,0.4794983116256633,0.6662198391420912,0.37452901281085155,10,"[641, 203, 597, 569, 340, 299, 1307, 523, 338, 492]","[1616, 512, 1505, 1434, 857, 754, 3294, 1318, 852, 1240]"
credit_default,G-CTGAN,MLP,1,5,56.91852331161499,48.45100021362305,37382,0.5,0.6829562990006082,0.37659380085170524,0.40940632228218965,0.4191002367797948,0.40015071590052753,10,"[641, 203, 597, 569, 340, 299, 1307, 523, 338, 492]","[1616, 512, 1505, 1434, 857, 754, 3294, 1318, 852, 1240]"
credit_default,G-CTGAN,RF,2,5,52.03962588310242,0.8399991989135742,37382,0.5,0.7711825102470202,0.5484618050432064,0.47053140096618357,0.6554508748317631,0.36699321778447624,10,"[269, 167, 384, 734, 923, 249, 355, 722, 986, 520]","[678, 421, 968, 1850, 2327, 628, 895, 1820, 2484, 1311]"
