dataset,oversampling,classifier,fold,n_splits,oversample_time,train_time,n_resampled,minority_ratio,AUC,PR_AUC,F1,Precision,Recall,condition,target_ratio
pima_diabetes,None,RF,0,5,0.0,0.186997652053833,614,0.3485342019543974,0.8585185185185185,0.6816120581458174,0.7476635514018692,0.7547169811320755,0.7407407407407407,C0_fixed0.50,
pima_diabetes,None,LGBM,0,5,0.0,0.05100059509277344,614,0.3485342019543974,0.8381481481481481,0.6693320636412334,0.7008547008547008,0.6507936507936508,0.7592592592592593,C0_fixed0.50,
pima_diabetes,None,MLP,0,5,0.0,1.2162268161773682,614,0.3485342019543974,0.8120370370370371,0.5984296216996448,0.6019417475728156,0.6326530612244898,0.5740740740740741,C0_fixed0.50,
pima_diabetes,None,RF,1,5,0.0,0.1927051544189453,614,0.3485342019543974,0.8551851851851852,0.7454766700587823,0.6481481481481481,0.6481481481481481,0.6481481481481481,C0_fixed0.50,
pima_diabetes,None,LGBM,1,5,0.0,0.04599952697753906,614,0.3485342019543974,0.8390740740740741,0.7247982746601734,0.6728971962616822,0.6792452830188679,0.6666666666666666,C0_fixed0.50,
pima_diabetes,None,MLP,1,5,0.0,1.2405779361724854,614,0.3485342019543974,0.8022222222222223,0.6518024326278684,0.6666666666666666,0.6862745098039216,0.6481481481481481,C0_fixed0.50,
pima_diabetes,None,RF,2,5,0.0,0.2070915699005127,614,0.3485342019543974,0.8227777777777777,0.7106883046657668,0.6902654867256637,0.6610169491525424,0.7222222222222222,C0_fixed0.50,
pima_diabetes,None,LGBM,2,5,0.0,0.04399919509887695,614,0.3485342019543974,0.8077777777777778,0.6761702900105812,0.6434782608695653,0.6065573770491803,0.6851851851851852,C0_fixed0.50,
pima_diabetes,None,MLP,2,5,0.0,1.2360002994537354,614,0.3485342019543974,0.7340740740740741,0.606882323618706,0.576923076923077,0.6,0.5555555555555556,C0_fixed0.50,
pima_diabetes,None,RF,3,5,0.0,0.18831658363342285,615,0.34959349593495936,0.8120754716981132,0.6829115149358356,0.6909090909090909,0.6666666666666666,0.7169811320754716,C0_fixed0.50,
pima_diabetes,None,LGBM,3,5,0.0,0.03800034523010254,615,0.34959349593495936,0.7939622641509434,0.6063354989871512,0.672566371681416,0.6333333333333333,0.7169811320754716,C0_fixed0.50,
pima_diabetes,None,MLP,3,5,0.0,1.265000343322754,615,0.34959349593495936,0.7815094339622642,0.6515485430127395,0.58,0.6170212765957447,0.5471698113207547,C0_fixed0.50,
pima_diabetes,None,RF,4,5,0.0,0.1946878433227539,615,0.34959349593495936,0.7975471698113208,0.6819070051978152,0.6495726495726496,0.59375,0.7169811320754716,C0_fixed0.50,
pima_diabetes,None,LGBM,4,5,0.0,0.03599977493286133,615,0.34959349593495936,0.7628301886792453,0.65949202222321,0.5925925925925926,0.5818181818181818,0.6037735849056604,C0_fixed0.50,
pima_diabetes,None,MLP,4,5,0.0,1.2420001029968262,615,0.34959349593495936,0.7581132075471698,0.5704246555179784,0.5504587155963302,0.5357142857142857,0.5660377358490566,C0_fixed0.50,
pima_diabetes,SMOTE,RF,0,5,0.0019998550415039062,0.1918034553527832,800,0.5,0.8487037037037037,0.6625126168376867,0.7272727272727273,0.6567164179104478,0.8148148148148148,C0_fixed0.50,0.5
pima_diabetes,SMOTE,LGBM,0,5,0.0019998550415039062,0.046999454498291016,800,0.5,0.8105555555555555,0.6130875086716846,0.6379310344827587,0.5967741935483871,0.6851851851851852,C0_fixed0.50,0.5
pima_diabetes,SMOTE,MLP,0,5,0.0019998550415039062,1.511000156402588,800,0.5,0.792962962962963,0.5880511451800222,0.6095238095238096,0.6274509803921569,0.5925925925925926,C0_fixed0.50,0.5
pima_diabetes,SMOTE,RF,1,5,0.0009999275207519531,0.2420024871826172,800,0.5,0.8529629629629629,0.7508020791125515,0.6972477064220184,0.6909090909090909,0.7037037037037037,C0_fixed0.50,0.5
pima_diabetes,SMOTE,LGBM,1,5,0.0009999275207519531,0.07399868965148926,800,0.5,0.8535185185185186,0.7577462003168671,0.6923076923076923,0.72,0.6666666666666666,C0_fixed0.50,0.5
pima_diabetes,SMOTE,MLP,1,5,0.0009999275207519531,1.5629994869232178,800,0.5,0.8012962962962963,0.6902053764097269,0.6792452830188679,0.6923076923076923,0.6666666666666666,C0_fixed0.50,0.5
pima_diabetes,SMOTE,RF,2,5,0.0009987354278564453,0.1960005760192871,800,0.5,0.8185185185185185,0.6909486336367778,0.6491228070175439,0.6166666666666667,0.6851851851851852,C0_fixed0.50,0.5
pima_diabetes,SMOTE,LGBM,2,5,0.0009987354278564453,0.04400014877319336,800,0.5,0.797962962962963,0.6660314888200509,0.6363636363636364,0.625,0.6481481481481481,C0_fixed0.50,0.5
pima_diabetes,SMOTE,MLP,2,5,0.0009987354278564453,1.551999807357788,800,0.5,0.7335185185185186,0.6424248571157312,0.5321100917431193,0.5272727272727272,0.5370370370370371,C0_fixed0.50,0.5
pima_diabetes,SMOTE,RF,3,5,0.0010004043579101562,0.2030024528503418,800,0.5,0.8066037735849056,0.6642932250225974,0.672566371681416,0.6333333333333333,0.7169811320754716,C0_fixed0.50,0.5
pima_diabetes,SMOTE,LGBM,3,5,0.0010004043579101562,0.04400014877319336,800,0.5,0.790188679245283,0.6015875022256909,0.6306306306306305,0.603448275862069,0.660377358490566,C0_fixed0.50,0.5
pima_diabetes,SMOTE,MLP,3,5,0.0010004043579101562,1.6130001544952393,800,0.5,0.7709433962264152,0.6729566478161608,0.6226415094339622,0.6226415094339622,0.6226415094339622,C0_fixed0.50,0.5
pima_diabetes,SMOTE,RF,4,5,0.002001047134399414,0.24200081825256348,800,0.5,0.8011320754716982,0.6927790416317475,0.656,0.5694444444444444,0.7735849056603774,C0_fixed0.50,0.5
pima_diabetes,SMOTE,LGBM,4,5,0.002001047134399414,0.06199765205383301,800,0.5,0.7635849056603774,0.6411688377323859,0.6213592233009708,0.64,0.6037735849056604,C0_fixed0.50,0.5
pima_diabetes,SMOTE,MLP,4,5,0.002001047134399414,1.580000638961792,800,0.5,0.7218867924528302,0.5431926687104454,0.5242718446601942,0.54,0.5094339622641509,C0_fixed0.50,0.5
pima_diabetes,ADASYN,RF,0,5,0.0029997825622558594,0.20815014839172363,788,0.49238578680203043,0.8503703703703703,0.6719986304522558,0.7479674796747967,0.6666666666666666,0.8518518518518519,C0_fixed0.50,0.5
pima_diabetes,ADASYN,LGBM,0,5,0.0029997825622558594,0.061998844146728516,788,0.49238578680203043,0.8224074074074075,0.6319815397162226,0.7107438016528925,0.6417910447761194,0.7962962962962963,C0_fixed0.50,0.5
pima_diabetes,ADASYN,MLP,0,5,0.0029997825622558594,1.5309998989105225,788,0.49238578680203043,0.7835185185185185,0.5710559402676688,0.6055045871559633,0.6,0.6111111111111112,C0_fixed0.50,0.5
pima_diabetes,ADASYN,RF,1,5,0.003000020980834961,0.2129979133605957,782,0.4884910485933504,0.8448148148148148,0.726787193314319,0.6785714285714286,0.6551724137931034,0.7037037037037037,C0_fixed0.50,0.5
pima_diabetes,ADASYN,LGBM,1,5,0.003000020980834961,0.04999876022338867,782,0.4884910485933504,0.8483333333333334,0.7574960973133648,0.6972477064220184,0.6909090909090909,0.7037037037037037,C0_fixed0.50,0.5
pima_diabetes,ADASYN,MLP,1,5,0.003000020980834961,1.518019199371338,782,0.4884910485933504,0.7664814814814815,0.6195514800005013,0.616822429906542,0.6226415094339622,0.6111111111111112,C0_fixed0.50,0.5
pima_diabetes,ADASYN,RF,2,5,0.003000020980834961,0.20714473724365234,799,0.49937421777221525,0.8103703703703704,0.6599957941088452,0.6611570247933883,0.5970149253731343,0.7407407407407407,C0_fixed0.50,0.5
