dataset,oversampling,classifier,AUC_mean,AUC_std,PRAUC_mean,F1_mean,oversample_time,train_time,n_splits,minority_ratio
abalone_19,GA-G-CTGAN,LGBM,0.6244945987367033,0.1188163715485037,0.06258651692479082,0.08391608391608392,9.578749358654022,0.05600005388259888,4,0.07827440644937345
abalone_19,GA-G-CTGAN,MLP,0.7620098465837376,0.04921084848718917,0.024863070188088428,0.0,9.578749358654022,2.801869809627533,4,0.07827440644937345
abalone_19,GA-G-CTGAN,RF,0.7797710286484998,0.03175914925592243,0.0347289050187176,0.0,9.578749358654022,0.2830117344856262,4,0.07827440644937345
credit_default,GA-G-CTGAN,LGBM,0.7839859576185609,0.006154172601603582,0.5542474572503793,0.49390779013652386,374.86385264396665,0.12421646118164062,5,0.44432041231356034
credit_default,GA-G-CTGAN,MLP,0.7045788369722095,0.015063021438756478,0.4125365145220803,0.42629094452343025,374.86385264396665,46.06780557632446,5,0.44432041231356034
credit_default,GA-G-CTGAN,RF,0.7724779331039483,0.005571049063169243,0.5521440679098889,0.49855601212963646,374.86385264396665,0.7507997035980225,5,0.44432041231356034
ecoli,GA-G-CTGAN,LGBM,0.9507906920077973,0.011724938501344788,0.66875544858001,0.5555555555555556,46.83325058221817,0.04050028324127197,4,0.4708562032780007
ecoli,GA-G-CTGAN,MLP,0.9144566276803119,0.04664446718468701,0.5953776686427438,0.553030303030303,46.83325058221817,0.6337504982948303,4,0.4708562032780007
ecoli,GA-G-CTGAN,RF,0.9417135721247564,0.04170013187513806,0.735020245957746,0.6434294871794872,46.83325058221817,0.2514554262161255,4,0.4708562032780007
fraud_detection,GA-G-CTGAN,LGBM,0.9755124439474795,0.009492813837261286,0.7298975502455115,0.6294659069300872,23.05680646896362,0.46740007400512695,5,0.018679653074484145
fraud_detection,GA-G-CTGAN,MLP,0.9600884241104722,0.005545265676757774,0.8228293809336771,0.8243226760703891,23.05680646896362,39.6118022441864,5,0.018679653074484145
fraud_detection,GA-G-CTGAN,RF,0.976295858280503,0.012503631568335337,0.8274184369417803,0.8210883149699576,23.05680646896362,17.18060131072998,5,0.018679653074484145
ibm_attrition,GA-G-CTGAN,LGBM,0.8085895358264462,0.018468428246530236,0.5650392423873234,0.449036369036369,196.57723813056947,0.0753929615020752,5,0.456212804293871
ibm_attrition,GA-G-CTGAN,MLP,0.7514488426066964,0.02429397510921021,0.48615493647733476,0.45743498238617464,196.57723813056947,1.049121379852295,5,0.456212804293871
ibm_attrition,GA-G-CTGAN,RF,0.8055593431504992,0.023368541627113992,0.5574172217311791,0.2532244008714597,196.57723813056947,0.23199958801269532,5,0.456212804293871
mammography,GA-G-CTGAN,LGBM,0.9478664893678754,0.015224168596076488,0.6808845400261239,0.5905375110808598,84.5878032207489,0.06319155693054199,5,0.2031358966834957
mammography,GA-G-CTGAN,MLP,0.9446909534093788,0.023039346488326305,0.6717049944116102,0.6198586563933458,84.5878032207489,8.835356426239013,5,0.2031358966834957
mammography,GA-G-CTGAN,RF,0.9405968399742604,0.01880806222353422,0.6606865712289436,0.5774170962032839,84.5878032207489,0.32399983406066896,5,0.2031358966834957
pageblocks,GA-G-CTGAN,LGBM,0.9990776451382511,0.0004557094125810787,0.8137185697127217,0.7053140096618358,8.806334018707275,0.05066641171773275,3,0.0527123976260539
pageblocks,GA-G-CTGAN,MLP,0.9985736149372513,0.0007521876329428301,0.7469677596066485,0.7347374847374848,8.806334018707275,1.423455794652303,3,0.0527123976260539
pageblocks,GA-G-CTGAN,RF,0.9994347515559637,0.0005275554094612318,0.8974462882796216,0.7740086000955566,8.806334018707275,0.2796634833017985,3,0.0527123976260539
pima_diabetes,GA-G-CTGAN,LGBM,0.810167714884696,0.03758965878614345,0.6566702141525701,0.6447416320313517,73.97495846748352,0.05079150199890137,5,0.4701688722027765
pima_diabetes,GA-G-CTGAN,MLP,0.7707246680642907,0.03502850948704172,0.6106217466883351,0.6216600646187247,73.97495846748352,0.9756725788116455,5,0.4701688722027765
pima_diabetes,GA-G-CTGAN,RF,0.8298944793850455,0.03556356448416051,0.6936385155202864,0.6503246817258764,73.97495846748352,0.2639991283416748,5,0.4701688722027765
protein_homo,GA-G-CTGAN,LGBM,0.9927838105838175,0.0015246809719801709,0.8719547720253786,0.782031034525548,34.40881967544556,0.5193998336791992,5,0.08982364062045595
protein_homo,GA-G-CTGAN,MLP,0.9911569162328915,0.005147437875397782,0.8828276360686107,0.8420874606398394,34.40881967544556,24.32650351524353,5,0.08982364062045595
protein_homo,GA-G-CTGAN,RF,0.986281610354505,0.0025937268020582217,0.8406556371475142,0.8103515253506771,34.40881967544556,6.249201345443725,5,0.08982364062045595
