dataset,oversampling,classifier,fold,n_splits,oversample_time,train_time,n_resampled,minority_ratio,AUC,PR_AUC,F1,Precision,Recall
pima_diabetes,None,RF,0,5,0.0,0.19499969482421875,614,0.3485342019543974,0.8585185185185185,0.6816120581458174,0.7476635514018692,0.7547169811320755,0.7407407407407407
pima_diabetes,None,LGBM,0,5,0.0,0.037999629974365234,614,0.3485342019543974,0.8381481481481481,0.6693320636412334,0.7008547008547008,0.6507936507936508,0.7592592592592593
pima_diabetes,None,MLP,0,5,0.0,1.2550008296966553,614,0.3485342019543974,0.8120370370370371,0.5984296216996448,0.6019417475728156,0.6326530612244898,0.5740740740740741
pima_diabetes,None,RF,1,5,0.0,0.1979999542236328,614,0.3485342019543974,0.8551851851851852,0.7454766700587823,0.6481481481481481,0.6481481481481481,0.6481481481481481
pima_diabetes,None,LGBM,1,5,0.0,0.035001277923583984,614,0.3485342019543974,0.8390740740740741,0.7247982746601734,0.6728971962616822,0.6792452830188679,0.6666666666666666
pima_diabetes,None,MLP,1,5,0.0,1.2740015983581543,614,0.3485342019543974,0.8022222222222223,0.6518024326278684,0.6666666666666666,0.6862745098039216,0.6481481481481481
pima_diabetes,None,RF,2,5,0.0,0.2053532600402832,614,0.3485342019543974,0.8227777777777777,0.7106883046657668,0.6902654867256637,0.6610169491525424,0.7222222222222222
pima_diabetes,None,LGBM,2,5,0.0,0.03800153732299805,614,0.3485342019543974,0.8077777777777778,0.6761702900105812,0.6434782608695653,0.6065573770491803,0.6851851851851852
pima_diabetes,None,MLP,2,5,0.0,1.2499983310699463,614,0.3485342019543974,0.7340740740740741,0.606882323618706,0.576923076923077,0.6,0.5555555555555556
pima_diabetes,None,RF,3,5,0.0,0.19500017166137695,615,0.34959349593495936,0.8120754716981132,0.6829115149358356,0.6909090909090909,0.6666666666666666,0.7169811320754716
pima_diabetes,None,LGBM,3,5,0.0,0.04600119590759277,615,0.34959349593495936,0.7939622641509434,0.6063354989871512,0.672566371681416,0.6333333333333333,0.7169811320754716
pima_diabetes,None,MLP,3,5,0.0,1.2460017204284668,615,0.34959349593495936,0.7815094339622642,0.6515485430127395,0.58,0.6170212765957447,0.5471698113207547
pima_diabetes,None,RF,4,5,0.0,0.20261931419372559,615,0.34959349593495936,0.7975471698113208,0.6819070051978152,0.6495726495726496,0.59375,0.7169811320754716
pima_diabetes,None,LGBM,4,5,0.0,0.03299903869628906,615,0.34959349593495936,0.7628301886792453,0.65949202222321,0.5925925925925926,0.5818181818181818,0.6037735849056604
pima_diabetes,None,MLP,4,5,0.0,1.252000331878662,615,0.34959349593495936,0.7581132075471698,0.5704246555179784,0.5504587155963302,0.5357142857142857,0.5660377358490566
credit_default,None,RF,0,5,0.0,0.589996337890625,24000,0.22116666666666668,0.7912423183745255,0.5650857161147145,0.5576102418207681,0.5283018867924528,0.5903614457831325
credit_default,None,LGBM,0,5,0.0,0.09196758270263672,24000,0.22116666666666668,0.7959795087885789,0.5640576648166062,0.5549169859514687,0.4817073170731707,0.6543674698795181
credit_default,None,MLP,0,5,0.0,53.87900185585022,24000,0.22116666666666668,0.7056797932311437,0.4292780050203936,0.4362934362934363,0.44770206022187004,0.4254518072289157
credit_default,None,RF,1,5,0.0,0.5649967193603516,24000,0.22120833333333334,0.7739326803386061,0.5411278153667323,0.5359712230215828,0.5127322780454233,0.5614167294649586
credit_default,None,LGBM,1,5,0.0,0.09200000762939453,24000,0.22120833333333334,0.7782757204360344,0.5513805733937805,0.5412903225806451,0.47320924985899604,0.6322532027128862
credit_default,None,MLP,1,5,0.0,50.798001289367676,24000,0.22120833333333334,0.6994839278569783,0.4109540441257462,0.42684451854939554,0.47761194029850745,0.3858327053504145
credit_default,None,RF,2,5,0.0,0.6019997596740723,24000,0.22120833333333334,0.7781493712940879,0.5501054963823777,0.5377730039384175,0.5122783083219645,0.5659382064807837
credit_default,None,LGBM,2,5,0.0,0.09600067138671875,24000,0.22120833333333334,0.7833120278738948,0.5518544550885682,0.5295250320924262,0.461151481274455,0.6217030896759608
credit_default,None,MLP,2,5,0.0,53.798999071121216,24000,0.22120833333333334,0.7043597791413774,0.42710627596450057,0.43747518856689166,0.462248322147651,0.4152223059532781
credit_default,None,RF,3,5,0.0,0.5929968357086182,24000,0.22120833333333334,0.7763326689857285,0.5589173844693595,0.5479063165365508,0.5177733065057009,0.5817633760361718
credit_default,None,LGBM,3,5,0.0,0.0950019359588623,24000,0.22120833333333334,0.7845666498577423,0.5689036257476403,0.5442220787604907,0.47600225861095424,0.6352675207234363
credit_default,None,MLP,3,5,0.0,73.660817861557,24000,0.22120833333333334,0.7101155590703605,0.42968067189198733,0.4263870685889035,0.5072765072765073,0.3677467972871138
credit_default,None,RF,4,5,0.0009996891021728516,0.5550000667572021,24000,0.22120833333333334,0.7751250550106586,0.5574617989171824,0.5388193202146692,0.5129427792915532,0.5674453654860587
credit_default,None,LGBM,4,5,0.0009996891021728516,0.14099597930908203,24000,0.22120833333333334,0.7795570313579703,0.5667154675126261,0.5316129032258065,0.4647490129723632,0.6209495101733233
credit_default,None,MLP,4,5,0.0009996891021728516,86.4994740486145,24000,0.22120833333333334,0.6949453570197793,0.403928045145561,0.4053826745164003,0.4586108468125595,0.3632253202712886
ibm_attrition,None,RF,0,5,0.0,0.2129983901977539,1176,0.16071428571428573,0.7887025745257452,0.5101841742958206,0.39436619718309857,0.6086956521739131,0.2916666666666667
ibm_attrition,None,LGBM,0,5,0.0,0.06200003623962402,1176,0.16071428571428573,0.7716802168021679,0.4708272092173658,0.5054945054945056,0.5348837209302325,0.4791666666666667
ibm_attrition,None,MLP,0,5,0.0,1.1280004978179932,1176,0.16071428571428573,0.7567750677506776,0.3995387699486288,0.45238095238095233,0.5277777777777778,0.3958333333333333
ibm_attrition,None,RF,1,5,0.0,0.1999959945678711,1176,0.16071428571428573,0.7945460704607046,0.5119175211500372,0.35616438356164387,0.52,0.2708333333333333
ibm_attrition,None,LGBM,1,5,0.0,0.06600022315979004,1176,0.16071428571428573,0.7859078590785908,0.5347526203750315,0.5252525252525253,0.5098039215686274,0.5416666666666666
ibm_attrition,None,MLP,1,5,0.0,1.1500005722045898,1176,0.16071428571428573,0.7806571815718157,0.5490823882071856,0.4772727272727273,0.525,0.4375
ibm_attrition,None,RF,2,5,0.0,0.1912059783935547,1176,0.16156462585034015,0.8420191230941511,0.582102791038412,0.3492063492063492,0.6875,0.23404255319148937
ibm_attrition,None,LGBM,2,5,0.0,0.06500077247619629,1176,0.16156462585034015,0.8297872340425532,0.5732589428916048,0.5679012345679013,0.6764705882352942,0.48936170212765956
ibm_attrition,None,MLP,2,5,0.0,1.1730005741119385,1176,0.16156462585034015,0.7925747265052977,0.5253723624531349,0.39999999999999997,0.6086956521739131,0.2978723404255319
ibm_attrition,None,RF,3,5,0.0,0.20865607261657715,1176,0.16156462585034015,0.8166078042897753,0.6256399086916525,0.4193548387096774,0.8666666666666667,0.2765957446808511
ibm_attrition,None,LGBM,3,5,0.0,0.06696319580078125,1176,0.16156462585034015,0.8480489275562064,0.6185518580131951,0.5714285714285715,0.6486486486486487,0.5106382978723404
ibm_attrition,None,MLP,3,5,0.0,1.147001028060913,1176,0.16156462585034015,0.7712981307606167,0.5620013881472483,0.49411764705882355,0.5526315789473685,0.44680851063829785
ibm_attrition,None,RF,4,5,0.0,0.2089996337890625,1176,0.16156462585034015,0.7776724954776467,0.5168660274228337,0.4285714285714286,0.6521739130434783,0.3191489361702128
