dataset,oversampling,classifier,fold,n_splits,oversample_time,train_time,n_resampled,minority_ratio,AUC,PR_AUC,F1,Precision,Recall
pima_diabetes,FF-SMOTE,RF,0,5,3.7660000324249268,0.1940000057220459,800,0.5,0.8492592592592592,0.6550067179349237,0.6972477064220184,0.6909090909090909,0.7037037037037037
pima_diabetes,FF-SMOTE,LGBM,0,5,3.7660000324249268,0.07800149917602539,800,0.5,0.83,0.6383176260020005,0.6915887850467289,0.6981132075471698,0.6851851851851852
pima_diabetes,FF-SMOTE,MLP,0,5,3.7660000324249268,1.5579984188079834,800,0.5,0.7785185185185185,0.5785537551050112,0.6126126126126126,0.5964912280701754,0.6296296296296297
pima_diabetes,FF-SMOTE,RF,1,5,3.6610000133514404,0.19900012016296387,800,0.5,0.8390740740740741,0.7148477138093419,0.6542056074766356,0.660377358490566,0.6481481481481481
pima_diabetes,FF-SMOTE,LGBM,1,5,3.6610000133514404,0.049001455307006836,800,0.5,0.8316666666666666,0.7109814417451701,0.6542056074766356,0.660377358490566,0.6481481481481481
pima_diabetes,FF-SMOTE,MLP,1,5,3.6610000133514404,1.537001371383667,800,0.5,0.774074074074074,0.6230245266966513,0.6422018348623852,0.6363636363636364,0.6481481481481481
pima_diabetes,FF-SMOTE,RF,2,5,3.6519994735717773,0.1960000991821289,800,0.5,0.7868518518518518,0.6476802895102582,0.6126126126126126,0.5964912280701754,0.6296296296296297
pima_diabetes,FF-SMOTE,LGBM,2,5,3.6519994735717773,0.05100107192993164,800,0.5,0.7746296296296297,0.6398446403181999,0.6296296296296297,0.6296296296296297,0.6296296296296297
pima_diabetes,FF-SMOTE,MLP,2,5,3.6519994735717773,1.529001235961914,800,0.5,0.7298148148148147,0.6180109955036718,0.5142857142857143,0.5294117647058824,0.5
pima_diabetes,FF-SMOTE,RF,3,5,3.670999526977539,0.19300007820129395,800,0.5,0.8077358490566038,0.6608300986326192,0.6605504587155964,0.6428571428571429,0.6792452830188679
pima_diabetes,FF-SMOTE,LGBM,3,5,3.670999526977539,0.04599952697753906,800,0.5,0.8043396226415094,0.6456058525078575,0.6491228070175438,0.6065573770491803,0.6981132075471698
pima_diabetes,FF-SMOTE,MLP,3,5,3.670999526977539,1.5160012245178223,800,0.5,0.7590566037735849,0.6568989773796166,0.5714285714285713,0.5769230769230769,0.5660377358490566
pima_diabetes,FF-SMOTE,RF,4,5,3.6821987628936768,0.1900005340576172,800,0.5,0.7877358490566038,0.6719490772381934,0.6126126126126126,0.5862068965517241,0.6415094339622641
pima_diabetes,FF-SMOTE,LGBM,4,5,3.6821987628936768,0.04599928855895996,800,0.5,0.7775471698113208,0.6832481783306986,0.5825242718446602,0.6,0.5660377358490566
pima_diabetes,FF-SMOTE,MLP,4,5,3.6821987628936768,1.5290007591247559,800,0.5,0.7054716981132075,0.5353997651178565,0.5217391304347827,0.4838709677419355,0.5660377358490566
credit_default,FF-SMOTE,RF,0,5,284.34444069862366,1.0129997730255127,37384,0.5,0.7586941301163559,0.5275809623558524,0.4872757613683772,0.5463049579045838,0.4397590361445783
credit_default,FF-SMOTE,LGBM,0,5,284.34444069862366,0.12899994850158691,37384,0.5,0.7745181013007509,0.5410586825515642,0.4891555145362252,0.6317044100119189,0.3990963855421687
credit_default,FF-SMOTE,MLP,0,5,284.34444069862366,99.88169503211975,37384,0.5,0.6789124069050173,0.4051084502553558,0.4125925925925926,0.40597667638483964,0.4194277108433735
credit_default,FF-SMOTE,RF,1,5,284.4062614440918,0.945000171661377,37382,0.5,0.740626740122795,0.5087708100945797,0.48101265822784806,0.5249554367201426,0.44385832705350414
credit_default,FF-SMOTE,LGBM,1,5,284.4062614440918,0.13400053977966309,37382,0.5,0.752276260020245,0.5146685279688559,0.47701411015020484,0.6022988505747127,0.3948756593820648
credit_default,FF-SMOTE,MLP,1,5,284.4062614440918,83.55305504798889,37382,0.5,0.6549156589240793,0.3782624427924002,0.40934065934065933,0.3760252365930599,0.44913338357196686
credit_default,FF-SMOTE,RF,2,5,279.42287611961365,0.9799990653991699,37382,0.5,0.7437821627909114,0.5186313514298677,0.48678136802349975,0.5492424242424242,0.4370761115297664
credit_default,FF-SMOTE,LGBM,2,5,279.42287611961365,0.12999916076660156,37382,0.5,0.7572900713441275,0.5280392994238119,0.46841862609497464,0.6033254156769596,0.38281838733986434
credit_default,FF-SMOTE,MLP,2,5,279.42287611961365,95.60959577560425,37382,0.5,0.6594202840122295,0.3724394555355459,0.38986076401285247,0.3704206241519674,0.4114544084400904
credit_default,FF-SMOTE,RF,3,5,279.3464798927307,0.9760000705718994,37382,0.5,0.7595245240701163,0.5452928380659976,0.5069473684210528,0.5744274809160306,0.45365486058779203
credit_default,FF-SMOTE,LGBM,3,5,279.3464798927307,0.1400003433227539,37382,0.5,0.7652728859256732,0.5541301462696921,0.5073529411764707,0.6501766784452296,0.4159758854559156
credit_default,FF-SMOTE,MLP,3,5,279.3464798927307,183.41564536094666,37382,0.5,0.6755952318559165,0.39155901755741257,0.4081231575499509,0.3609501738122827,0.4694800301431801
credit_default,FF-SMOTE,RF,4,5,280.9658148288727,0.9589979648590088,37382,0.5,0.7481901110308203,0.5130362329988801,0.47494736842105256,0.5381679389312977,0.4250188394875659
credit_default,FF-SMOTE,LGBM,4,5,280.9658148288727,0.13300013542175293,37382,0.5,0.7572070211742454,0.5334564437257332,0.47575057736720555,0.6145584725536993,0.38809344385832706
credit_default,FF-SMOTE,MLP,4,5,280.9658148288727,169.9014756679535,37382,0.5,0.6469612265365128,0.357052635198962,0.3776479181884587,0.3664068036853296,0.3896006028636021
ibm_attrition,FF-SMOTE,RF,0,5,17.953999519348145,0.21499991416931152,1974,0.5,0.8037771002710027,0.5220031066279267,0.3,0.75,0.1875
ibm_attrition,FF-SMOTE,LGBM,0,5,17.953999519348145,0.0819997787475586,1974,0.5,0.7748136856368563,0.5154877234957884,0.4,0.6363636363636364,0.2916666666666667
ibm_attrition,FF-SMOTE,MLP,0,5,17.953999519348145,1.321000337600708,1974,0.5,0.7472052845528456,0.40261381992014045,0.45652173913043476,0.4772727272727273,0.4375
ibm_attrition,FF-SMOTE,RF,1,5,17.961999654769897,0.22499990463256836,1974,0.5,0.8224932249322493,0.5750022653326943,0.3548387096774194,0.7857142857142857,0.22916666666666666
ibm_attrition,FF-SMOTE,LGBM,1,5,17.961999654769897,0.08499932289123535,1974,0.5,0.7996273712737128,0.5461705384958337,0.5,0.625,0.4166666666666667
ibm_attrition,FF-SMOTE,MLP,1,5,17.961999654769897,1.3860008716583252,1974,0.5,0.7744749322493225,0.5529450485329802,0.4948453608247423,0.4897959183673469,0.5
ibm_attrition,FF-SMOTE,RF,2,5,17.82673478126526,0.2239999771118164,1972,0.5,0.8372814195882505,0.6372127577294049,0.22641509433962262,1.0,0.1276595744680851
ibm_attrition,FF-SMOTE,LGBM,2,5,17.82673478126526,0.0839998722076416,1972,0.5,0.8243604100267033,0.5667998573344257,0.4477611940298508,0.75,0.3191489361702128
ibm_attrition,FF-SMOTE,MLP,2,5,17.82673478126526,1.3340003490447998,1972,0.5,0.752433456800758,0.46736730981962965,0.3291139240506329,0.40625,0.2765957446808511
ibm_attrition,FF-SMOTE,RF,3,5,17.92199993133545,0.22800016403198242,1972,0.5,0.8452924455164096,0.6943686328488798,0.3793103448275862,1.0,0.23404255319148937
ibm_attrition,FF-SMOTE,LGBM,3,5,17.92199993133545,0.08600020408630371,1972,0.5,0.8415022827116893,0.6696756394047069,0.5633802816901409,0.8333333333333334,0.425531914893617
ibm_attrition,FF-SMOTE,MLP,3,5,17.92199993133545,1.3810007572174072,1972,0.5,0.7766388147127229,0.5826232008824227,0.5263157894736842,0.5208333333333334,0.5319148936170213
ibm_attrition,FF-SMOTE,RF,4,5,18.072999477386475,0.2110002040863037,1972,0.5,0.8017055732621242,0.5664012521278068,0.4375,0.8235294117647058,0.2978723404255319
ibm_attrition,FF-SMOTE,LGBM,4,5,18.072999477386475,0.08099770545959473,1972,0.5,0.8003273322422259,0.559915209513469,0.48,0.6428571428571429,0.3829787234042553
ibm_attrition,FF-SMOTE,MLP,4,5,18.072999477386475,1.3230009078979492,1972,0.5,0.7271082780601258,0.5321325492280274,0.5274725274725275,0.5454545454545454,0.5106382978723404
ecoli,FF-SMOTE,RF,0,4,3.9469990730285645,0.1810002326965332,450,0.5,0.9539473684210525,0.6510416666666666,0.625,0.625,0.625
ecoli,FF-SMOTE,LGBM,0,4,3.9469990730285645,0.040999412536621094,450,0.5,0.9490131578947368,0.7437718531468531,0.625,0.625,0.625
ecoli,FF-SMOTE,MLP,0,4,3.9469990730285645,0.9870011806488037,450,0.5,0.944078947368421,0.5054241510123862,0.631578947368421,0.5454545454545454,0.75
ecoli,FF-SMOTE,RF,1,4,3.923462390899658,0.1830003261566162,452,0.5,0.9674074074074075,0.745889295889296,0.6666666666666666,0.6666666666666666,0.6666666666666666
ecoli,FF-SMOTE,LGBM,1,4,3.923462390899658,0.03900003433227539,452,0.5,0.9525925925925925,0.6971038221038222,0.6666666666666666,0.6666666666666666,0.6666666666666666
ecoli,FF-SMOTE,MLP,1,4,3.923462390899658,0.9900009632110596,452,0.5,0.9629629629629629,0.786966736966737,0.6956521739130435,0.5714285714285714,0.8888888888888888
ecoli,FF-SMOTE,RF,2,4,3.9509999752044678,0.17600011825561523,452,0.5,0.9451851851851852,0.6543650793650793,0.5333333333333333,0.6666666666666666,0.4444444444444444
ecoli,FF-SMOTE,LGBM,2,4,3.9509999752044678,0.03699898719787598,452,0.5,0.9525925925925925,0.6548500881834216,0.5,0.5714285714285714,0.4444444444444444
ecoli,FF-SMOTE,MLP,2,4,3.9509999752044678,0.9810013771057129,452,0.5,0.9214814814814815,0.5119545659019343,0.5333333333333333,0.6666666666666666,0.4444444444444444
ecoli,FF-SMOTE,RF,3,4,4.003276824951172,0.17099905014038086,452,0.5,0.9066666666666666,0.5763582670559415,0.46153846153846156,0.75,0.3333333333333333
ecoli,FF-SMOTE,LGBM,3,4,4.003276824951172,0.03799867630004883,452,0.5,0.9303703703703704,0.6621321914800176,0.5333333333333333,0.6666666666666666,0.4444444444444444
ecoli,FF-SMOTE,MLP,3,4,4.003276824951172,0.9929993152618408,452,0.5,0.7614814814814814,0.5228397891748341,0.5,0.5714285714285714,0.4444444444444444
wine_quality,FF-SMOTE,RF,0,5,73.32340455055237,0.35000014305114746,7544,0.5,0.8325642715886619,0.12274078985769407,0.13592233009708737,0.10606060606060606,0.1891891891891892
