dataset,oversampling,classifier,AUC_mean,AUC_std,PRAUC_mean,F1_mean,oversample_time,train_time,n_splits,minority_ratio
abalone_19,ADASYN,LGBM,0.7926212666335918,0.05058097372969854,0.06598785515173437,0.0738562091503268,0.004999995231628418,0.06398981809616089,4,0.5000800369877892
abalone_19,ADASYN,MLP,0.7796006029793396,0.066533609034446,0.055894486905163646,0.015151515151515152,0.004999995231628418,5.454768121242523,4,0.5000800369877892
abalone_19,ADASYN,RF,0.7985014176250917,0.05229167495496797,0.031998365642392335,0.046407052986000355,0.004999995231628418,0.28135788440704346,4,0.5000800369877892
abalone_19,CTGAN,LGBM,0.7366273589076746,0.13973792568879395,0.05800916098871821,0.0,2.0066190361976624,0.0589982271194458,4,0.5
abalone_19,CTGAN,MLP,0.7563610748353395,0.038170310225333674,0.025390699920279886,0.0,2.0066190361976624,5.04600065946579,4,0.5
abalone_19,CTGAN,RF,0.727112042064278,0.05779920885853795,0.021539276651017715,0.0,2.0066190361976624,0.2494986653327942,4,0.5
abalone_19,G-SMOTE,LGBM,0.7634816623259849,0.06361990734956603,0.03697555820048388,0.07529137529137529,0.2545008063316345,0.0647505521774292,4,0.5000402058550122
abalone_19,G-SMOTE,MLP,0.7778244120532573,0.06299542799987953,0.058034623875939995,0.02173913043478261,0.2545008063316345,6.789188861846924,4,0.5000402058550122
abalone_19,G-SMOTE,RF,0.7376982569168562,0.02652459919134148,0.03249426152817828,0.07604240517546969,0.2545008063316345,0.27674925327301025,4,0.5000402058550122
abalone_19,GMMSampling,LGBM,0.7033954151277259,0.08132030397254991,0.058357851257972625,0.0,0.5036728978157043,0.05625027418136597,4,0.4999600766528266
abalone_19,GMMSampling,MLP,0.7643286421236638,0.03260194844160648,0.026958678447084314,0.025151515151515154,0.5036728978157043,3.10000079870224,4,0.4999600766528266
abalone_19,GMMSampling,RF,0.7476659042549231,0.06210107468674094,0.02568507107261715,0.0,0.5036728978157043,0.2425737977027893,4,0.4999600766528266
abalone_19,None,LGBM,0.6436066929263953,0.08642863484386126,0.06236435801438217,0.10952380952380954,0.0,0.055750370025634766,4,0.00766100086460653
abalone_19,None,MLP,0.75671792448703,0.08253645433821613,0.026315418841673967,0.0,0.0,4.989414215087891,4,0.00766100086460653
abalone_19,None,RF,0.7993767144374364,0.029535657417431544,0.04333322547760714,0.0,0.0,0.21744614839553833,4,0.00766100086460653
abalone_19,SMOTE,LGBM,0.7928218127636522,0.07248518967482614,0.06161331236830514,0.04793028322440087,0.0009999871253967285,0.064239501953125,4,0.5
abalone_19,SMOTE,MLP,0.7781261984191106,0.0679212922950368,0.06042633402020011,0.04761904761904762,0.0009999871253967285,6.18242484331131,4,0.5
abalone_19,SMOTE,RF,0.7847928846715913,0.06130764350840263,0.035056319813276844,0.05332550931359273,0.0009999871253967285,0.28010791540145874,4,0.5
abalone_19,TVAE,LGBM,0.6726107478879899,0.03116467231704729,0.06371393652163565,0.05555555555555555,1.1862497925758362,0.058999061584472656,4,0.5
abalone_19,TVAE,MLP,0.7556450775924015,0.08653378607256915,0.03132203502910554,0.03939393939393939,1.1862497925758362,5.808255255222321,4,0.5
abalone_19,TVAE,RF,0.7173419884402586,0.06039282834427837,0.022025211314617276,0.0,1.1862497925758362,0.2532500624656677,4,0.5
credit_default,ADASYN,LGBM,0.7699478886705178,0.008631059228716459,0.5434814483515413,0.5148692855539626,0.10939993858337402,0.1600019931793213,5,0.49320964501928205
credit_default,ADASYN,MLP,0.6815713921313812,0.01410156347968575,0.38643615914604407,0.42623390900769564,0.10939993858337402,107.21874165534973,5,0.49320964501928205
credit_default,ADASYN,RF,0.7706258858305725,0.006273835720231803,0.5466361831456392,0.530671801779113,0.10939993858337402,0.9716073513031006,5,0.49320964501928205
credit_default,CTGAN,LGBM,0.7836150913510018,0.006860612479925437,0.5531464068457235,0.4764454191450829,30.83636302947998,0.1396003246307373,5,0.5
credit_default,CTGAN,MLP,0.7018731853526929,0.01841622450182646,0.40188100731512666,0.4127936555344885,30.83636302947998,153.2609444618225,5,0.5
credit_default,CTGAN,RF,0.7732338679456399,0.006328850759262204,0.5513446271349822,0.48348252818119136,30.83636302947998,0.9706064701080322,5,0.5
credit_default,G-SMOTE,LGBM,0.7746602987503569,0.006992541580791842,0.5492189272849007,0.5178597027739188,4.449032497406006,0.16030187606811525,5,0.4999892992335557
credit_default,G-SMOTE,MLP,0.6851078774495454,0.014762789672664154,0.40337695336681667,0.4298142031174015,4.449032497406006,93.25530099868774,5,0.4999892992335557
credit_default,G-SMOTE,RF,0.7749732172192976,0.006710949525424993,0.5519059473467496,0.5410022182049182,4.449032497406006,0.9597021102905273,5,0.4999892992335557
credit_default,GMMSampling,LGBM,0.7820718042992474,0.006691432016495736,0.5423021036057701,0.5435250425687517,33.21466398239136,0.10380039215087891,5,0.49989997742482484
credit_default,GMMSampling,MLP,0.7451954747056003,0.012293385587482926,0.504133473074698,0.49351880239970003,33.21466398239136,58.822740411758424,5,0.49989997742482484
credit_default,GMMSampling,RF,0.7687654026392171,0.00870152407085476,0.5296313990016901,0.5392840026268984,33.21466398239136,0.6278003215789795,5,0.49989997742482484
credit_default,None,LGBM,0.7843381876628441,0.00700425800722698,0.5605823573118442,0.5403134645221674,0.0,0.09499979019165039,5,0.2212
credit_default,None,MLP,0.7029168832639279,0.0058495078180448865,0.4201894084296377,0.4264765773030055,0.0,64.27529869079589,5,0.2212
credit_default,None,RF,0.7789564188007214,0.007042655992854902,0.5545396422500732,0.5436160211063977,0.0,0.5813894271850586,5,0.2212
credit_default,SMOTE,LGBM,0.7745312997700244,0.008408271249874817,0.5484392311092776,0.5213625978369466,0.03799896240234375,0.1350003719329834,5,0.5
credit_default,SMOTE,MLP,0.6801056360298948,0.014520675843020739,0.39010209097731047,0.42237978228550377,0.03799896240234375,100.98593254089356,5,0.5
credit_default,SMOTE,RF,0.7746257039883295,0.006936966125153719,0.5511231421158621,0.5376127641852609,0.03799896240234375,0.9489995956420898,5,0.5
credit_default,TVAE,LGBM,0.7833697540907942,0.006892214242177835,0.5598666592632969,0.4755821991226209,20.596273946762086,0.12460026741027833,5,0.5
credit_default,TVAE,MLP,0.6905904195333682,0.011558844865886767,0.39602484494556806,0.41422403976559324,20.596273946762086,113.66682715415955,5,0.5
credit_default,TVAE,RF,0.772117565285167,0.006973388530203005,0.550012503891508,0.47785354302321376,20.596273946762086,0.9497994899749755,5,0.5
ecoli,ADASYN,LGBM,0.9500091374269005,0.01212450241319321,0.7035702145077145,0.6752744159864903,0.0010002851486206055,0.03723806142807007,4,0.5038316810872976
ecoli,ADASYN,MLP,0.9007090643274853,0.07780174864628495,0.5128570935643304,0.6137254901960785,0.0010002851486206055,0.9890007376670837,4,0.5038316810872976
ecoli,ADASYN,RF,0.942764985380117,0.020363082575978953,0.6823144414137061,0.5962064251537935,0.0010002851486206055,0.20224976539611816,4,0.5038316810872976
ecoli,CTGAN,LGBM,0.9548647660818713,0.01164693993243633,0.7118430308607037,0.5789074960127591,1.5897495746612549,0.03924983739852905,4,0.5
ecoli,CTGAN,MLP,0.92395772417154,0.04770795807695086,0.5540842498230303,0.5934176874411091,1.5897495746612549,0.9887514114379883,4,0.5
ecoli,CTGAN,RF,0.9368829191033139,0.025229530352883302,0.7034202000925875,0.5792207792207792,1.5897495746612549,0.1758493185043335,4,0.5
ecoli,G-SMOTE,LGBM,0.9472532894736843,0.016975336705171255,0.7053155540900639,0.6522181813228725,0.2120000720024109,0.03575015068054199,4,0.4914187643020595
ecoli,G-SMOTE,MLP,0.9096387670565302,0.07223155399925793,0.5713565735730259,0.6121999371831113,0.2120000720024109,0.9732507467269897,4,0.4914187643020595
ecoli,G-SMOTE,RF,0.9409131335282651,0.039928563415145085,0.6881915185204659,0.6483709273182957,0.2120000720024109,0.1966809630393982,4,0.4914187643020595
ecoli,GMMSampling,LGBM,0.9525359405458089,0.020648397099776634,0.6421348470035064,0.6070258140160689,0.6474992632865906,0.028249740600585938,4,0.499003984063745
ecoli,GMMSampling,MLP,0.9021058723196881,0.09048386949873845,0.6087092532558219,0.561023359288098,0.6474992632865906,0.3650004267692566,4,0.499003984063745
ecoli,GMMSampling,RF,0.9433424707602339,0.012604425199334357,0.6418685110087329,0.6030000491207388,0.6474992632865906,0.2078365683555603,4,0.499003984063745
ecoli,None,LGBM,0.9463840155945419,0.025249544599847025,0.6748946847109686,0.692929292929293,0.0,0.029999971389770508,4,0.10416666666666666
ecoli,None,MLP,0.9172094298245614,0.0670337772712944,0.6064951901574709,0.6000000000000001,0.0,0.6333402991294861,4,0.10416666666666666
ecoli,None,RF,0.939145955165692,0.026627892989966883,0.6671701290947096,0.5953044375644995,0.0,0.1741960644721985,4,0.10416666666666666
ecoli,SMOTE,LGBM,0.9428088450292398,0.01687815990412121,0.6789001624390878,0.6125319693094629,0.0009999871253967285,0.039250195026397705,4,0.5
ecoli,SMOTE,MLP,0.903916910331384,0.07792602529256107,0.5346704156325014,0.5833333333333333,0.0009999871253967285,0.9835009574890137,4,0.5
ecoli,SMOTE,RF,0.9307906920077973,0.02937609392415821,0.6331462032239251,0.585672514619883,0.0009999871253967285,0.17956501245498657,4,0.5
ecoli,TVAE,LGBM,0.9436312134502924,0.01688455752580365,0.6766571931155265,0.5238095238095238,0.769000232219696,0.033249497413635254,4,0.5
ecoli,TVAE,MLP,0.9153575779727096,0.07055338785702646,0.5909430180353417,0.629305200341006,0.769000232219696,0.9910008907318115,4,0.5
ecoli,TVAE,RF,0.9381980994152046,0.018027115416673484,0.6553632845912257,0.550629779577148,0.769000232219696,0.17275023460388184,4,0.5
fraud_detection,ADASYN,LGBM,0.978509499190032,0.007996373714859385,0.7503504799384075,0.24244358133626367,0.19478988647460938,0.849199628829956,5,0.4999788943391307
fraud_detection,ADASYN,MLP,0.9575135506808374,0.01015977931312804,0.8177799723749686,0.762689837333905,0.19478988647460938,304.4008486747742,5,0.4999788943391307
fraud_detection,ADASYN,RF,0.9814370801635933,0.006084826806508721,0.7677745126459309,0.20057371535686327,0.19478988647460938,34.90740213394165,5,0.4999788943391307
fraud_detection,CTGAN,LGBM,0.9629538899081483,0.008380083329015742,0.8101301648527647,0.792441337963231,9.534528303146363,0.6608002662658692,5,0.5
fraud_detection,CTGAN,MLP,0.9728203352832473,0.005214715320765929,0.8465408052429397,0.8337703769788931,9.534528303146363,125.82505769729615,5,0.5
fraud_detection,CTGAN,RF,0.9695262258309784,0.009940846169085724,0.7953529330623349,0.8068618185347981,9.534528303146363,39.44812378883362,5,0.5
fraud_detection,G-SMOTE,LGBM,0.9791496117748941,0.008376575253465099,0.7597557286840161,0.46497732585308793,1.0520634174346923,0.7906001091003418,5,0.4999999999990335
fraud_detection,G-SMOTE,MLP,0.9601913702081776,0.008253096733030124,0.8273074073395715,0.8022414224213179,1.0520634174346923,347.7136703014374,5,0.4999999999990335
fraud_detection,G-SMOTE,RF,0.9832388935417267,0.007418557614545106,0.8230800968459345,0.693477405670721,1.0520634174346923,36.843597650527954,5,0.4999999999990335
fraud_detection,GMMSampling,LGBM,0.9231795836994798,0.0027793983864580676,0.6816687304319804,0.006393806618085539,28.87551326751709,0.4826004981994629,5,0.49999692771669774
fraud_detection,GMMSampling,MLP,0.9500116368979125,0.007813395997507968,0.6707058999049713,0.016730503593874863,28.87551326751709,116.63832650184631,5,0.49999692771669774
fraud_detection,GMMSampling,RF,0.9391755377009409,0.0063647609277424355,0.6821031125620933,0.006418453622622491,28.87551326751709,18.729600429534912,5,0.49999692771669774
fraud_detection,None,LGBM,0.9789614742820568,0.007750929126774421,0.7553410170944291,0.6557658114393697,0.0007997035980224609,0.49123377799987794,5,0.0017274856260049514
fraud_detection,None,MLP,0.9604538004820891,0.011152582715642005,0.8316989284066452,0.8384180319580479,0.0007997035980224609,119.14507579803467,5,0.0017274856260049514
fraud_detection,None,RF,0.9802097286612701,0.0069418724973595546,0.8341636119032623,0.8361573297448865,0.0007997035980224609,16.615200090408326,5,0.0017274856260049514
fraud_detection,SMOTE,LGBM,0.9799849784159189,0.010393028117899529,0.7612760774958633,0.4797110724236736,0.14059858322143554,0.7781998634338378,5,0.5
fraud_detection,SMOTE,MLP,0.9592556018569921,0.013096213496498076,0.8305335939423533,0.8184911244763245,0.14059858322143554,329.185177564621,5,0.5
fraud_detection,SMOTE,RF,0.9808050131144987,0.008242647358670148,0.8214567243094162,0.6888483819848251,0.14059858322143554,38.56460037231445,5,0.5
fraud_detection,TVAE,LGBM,0.9696670279635351,0.008123460196031504,0.7733565147998729,0.7857560003580305,6.457083702087402,0.6873998165130615,5,0.5
fraud_detection,TVAE,MLP,0.9659935073146275,0.008194556240699105,0.8326641866440319,0.8270172730444092,6.457083702087402,192.49615931510925,5,0.5
fraud_detection,TVAE,RF,0.9714597740268462,0.009854968285159122,0.8124366432201915,0.8046893531925748,6.457083702087402,40.85720601081848,5,0.5
ibm_attrition,ADASYN,LGBM,0.806792498566083,0.02144992378006303,0.5590090627695894,0.46665233116420735,0.023800754547119142,0.08659939765930176,5,0.48889247922127055
ibm_attrition,ADASYN,MLP,0.7601712594027482,0.026843881861581213,0.5005895731383313,0.4569554716664494,0.023800754547119142,1.2141642570495605,5,0.48889247922127055
ibm_attrition,ADASYN,RF,0.81403581868427,0.016850210081628854,0.5798385768655724,0.44464745825359636,0.023800754547119142,0.21710581779479982,5,0.48889247922127055
ibm_attrition,CTGAN,LGBM,0.8047379092265812,0.023925353606468955,0.5658937172838178,0.41088026834955826,5.7669007778167725,0.0660003662109375,5,0.5
ibm_attrition,CTGAN,MLP,0.7606453186376984,0.03036005746162312,0.5024332835335974,0.46746267674195413,5.7669007778167725,1.5160844326019287,5,0.5
ibm_attrition,CTGAN,RF,0.8033931612843134,0.025718376331559965,0.5475798488948298,0.20745467889484118,5.7669007778167725,0.21204957962036133,5,0.5
ibm_attrition,G-SMOTE,LGBM,0.7916387149163076,0.0189706619179567,0.5428947664623538,0.42345239271502744,0.40199985504150393,0.08939976692199707,5,0.5000506842372022
ibm_attrition,G-SMOTE,MLP,0.7573212809611084,0.030479028712818743,0.5078313967282826,0.4461545662575411,0.40199985504150393,1.2358011722564697,5,0.5000506842372022
ibm_attrition,G-SMOTE,RF,0.8107449749878668,0.025290909244536704,0.5683062299511945,0.44386559597827197,0.40199985504150393,0.2144866943359375,5,0.5000506842372022
ibm_attrition,GMMSampling,LGBM,0.7954543301839686,0.03237070333780407,0.5146767054965288,0.5009383415936813,0.6177990436553955,0.06819210052490235,5,0.4998297872340426
ibm_attrition,GMMSampling,MLP,0.787400917041516,0.03168451790259317,0.4911744223660879,0.4562638088260426,0.6177990436553955,0.8624004364013672,5,0.4998297872340426
ibm_attrition,GMMSampling,RF,0.79536267651418,0.027084670941112,0.5123365685209444,0.486098037616319,0.6177990436553955,0.23273797035217286,5,0.4998297872340426
ibm_attrition,None,LGBM,0.8060821771539276,0.031767698248522186,0.5497628047949242,0.5340153673487007,0.0,0.06599993705749511,5,0.16122448979591839
ibm_attrition,None,MLP,0.7651486085344962,0.026258329368200856,0.5107133125881465,0.46231524095225673,0.0,1.1662010669708252,5,0.16122448979591839
ibm_attrition,None,RF,0.8039096135696046,0.025597339244403716,0.5493420845197512,0.3895326394464395,0.0,0.21259818077087403,5,0.16122448979591839
ibm_attrition,SMOTE,LGBM,0.8040763800910471,0.011623357538890319,0.5601347054665655,0.4808841478941909,0.00900111198425293,0.09879956245422364,5,0.5
ibm_attrition,SMOTE,MLP,0.759623251607656,0.030033540146779555,0.5083204616770647,0.4520245338664619,0.00900111198425293,1.246000385284424,5,0.5
ibm_attrition,SMOTE,RF,0.8157931737384392,0.01977198759325765,0.5642160772776503,0.4253634660704574,0.00900111198425293,0.2183908462524414,5,0.5
ibm_attrition,TVAE,LGBM,0.8025171428064526,0.019556403650810735,0.5573403127507295,0.39309675848528575,4.41799955368042,0.06920018196105956,5,0.5
ibm_attrition,TVAE,MLP,0.7630787258320512,0.027119858191537317,0.5139023749796169,0.4629188635832807,4.41799955368042,1.410200834274292,5,0.5
ibm_attrition,TVAE,RF,0.8038768018505408,0.031647728278567384,0.5698063113037991,0.22597225300543453,4.41799955368042,0.22172074317932128,5,0.5
mammography,ADASYN,LGBM,0.9307331226026218,0.014227025986580325,0.6882330259814938,0.5483781004141496,0.012000036239624024,0.07539877891540528,5,0.5002571987197746
mammography,ADASYN,MLP,0.9106740485281895,0.03212729498098983,0.6610128380897657,0.5223817046093668,0.012000036239624024,23.860146951675414,5,0.5002571987197746
mammography,ADASYN,RF,0.9414307870589775,0.015088564934265535,0.6428123944245818,0.5182487625847682,0.012000036239624024,0.41279993057250974,5,0.5002571987197746
mammography,CTGAN,LGBM,0.9358077786278148,0.01689322516286591,0.6546861446939547,0.6021203595122862,1.7262675762176514,0.0714003562927246,5,0.5
mammography,CTGAN,MLP,0.9469923361271715,0.02342371212840474,0.6422165638395629,0.5854804068185898,1.7262675762176514,16.979570579528808,5,0.5
mammography,CTGAN,RF,0.9305959425190196,0.018893304599859752,0.6037114610194274,0.5453142116231681,1.7262675762176514,0.37659969329833987,5,0.5
mammography,G-SMOTE,LGBM,0.9336842907210141,0.02351305420042431,0.7420170604847766,0.6166834733893557,0.38140020370483396,0.07299070358276367,5,0.49974195230447604
mammography,G-SMOTE,MLP,0.9152458515564703,0.02178348061028481,0.6881266955937018,0.5669389794195483,0.38140020370483396,18.924023056030272,5,0.49974195230447604
mammography,G-SMOTE,RF,0.9507789379546112,0.01809165992538983,0.7091403284854836,0.5771120438524925,0.38140020370483396,0.42779970169067383,5,0.49974195230447604
